catalogNumber;basisOfRecord;decimalLatitude;decimalLongitude;Class;order;family;genus;specificEpithet;infraspecificEpithet;nameAcordingTo;verbatimTaxonRank;taxonRank;acceptedNameUsage;;;establishmentMeans;;;locationRemarks;sex
AA0140;;348618;6284316;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0141;;348626;6284326;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Exotica;2019;;;
AA0142;;348632;6284327;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Exotica;2019;;;
AA0143;;348639;6284325;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Exotica;2019;;;
AA0144;;348638;6284349;Magnoliopsida;Oxalidales;Elaeocarpaceae;Aristotelia;chilensis;;Stuntz.;;;Aristotelia chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0145;;348642;6284356;Magnoliopsida;Canellales;Winteraceae;Drimys;winteri;;J.R.Forst. & G.Forst.;;;Drimys winteri J.R.Forst. & G.Forst.;ACCEPTED;Muerto;Nativa;2019;;;
AA0146;;348635;6284356;Magnoliopsida;Oxalidales;Elaeocarpaceae;Crinodendron;patagua;;Molina.;;;Crinodendron patagua Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0147;;348629;6284353;Pinopsida;Pinales;Araucariaceae;Araucaria;araucana;;K.Koch;;;Araucaria araucana K.Koch;ACCEPTED;Viva;Nativa;2019;;;
AA0148;;348624;6284352;Pinopsida;Pinales;Araucariaceae;Araucaria;araucana;;K.Koch;;;Araucaria araucana K.Koch;ACCEPTED;Viva;Nativa;2019;;;
AA0149;;348618;6284358;Magnoliopsida;Rosales;Moraceae;Morus;alba;;L.;;;Morus alba L.;ACCEPTED;Viva;Exotica;2019;;;
AA0150;;348627;6284358;Pinopsida;Pinales;Araucariaceae;Araucaria;araucana;;K.Koch;;;Araucaria araucana K.Koch;ACCEPTED;Viva;Nativa;2019;;;
AA0151;;348646;6284364;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0152;;348639;6284366;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0153;;348630;6284367;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0154;;348621;6284368;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0155;;348615;6284369;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0156;;348608;6284370;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0157;;348600;6284371;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0158;;348609;6284362;Pinopsida;Pinales;Cupressaceae;Cupressus;macrocarpa;;Hartw. ex Gordon;;;Cupressus macrocarpa Hartw. ex Gordon;ACCEPTED;Viva;Exotica;2019;;;
AA0159;;348600;6284361;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0160;;348597;6284350;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;;;
AA0161;;348596;6284345;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0162;;348596;6284343;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0163;;348595;6284341;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0164;;348593;6284332;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0165;;348604;6284330;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0166;;348597;6284330;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0167;;348593;6284323;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0168;;348592;6284315;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0169;;348590;6284306;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0170;;348591;6284300;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;styraciflua;;L.;;;Liquidambar styraciflua L.;ACCEPTED;Viva;Exotica;2019;;;
AA0171;;348590;6284295;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0172;;348587;6284291;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0173;;348582;6284273;Pinopsida;Pinales;Cupressaceae;Chamaecyparis;lawsoniana;;Parl.;;;Chamaecyparis lawsoniana Parl.;ACCEPTED;Viva;Exotica;2019;;;
AA0174;;348603;6284244;Magnoliopsida;Myrtales;Lythraceae;Lagerstroemia;indica;;L.;;;Lagerstroemia indica L.;ACCEPTED;Viva;Exotica;2019;;;
AA0175;;348592;6284241;Magnoliopsida;Malvales;Malvaceae;Brachychiton;discolor;;F.Muell.;;;Brachychiton discolor F.Muell.;ACCEPTED;Viva;Exotica;2019;;;
AA0176;;348605;6284234;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA0177;;348598;6284235;Pinopsida;Pinales;Cupressaceae;Cupressus;macrocarpa;;Hartw. ex Gordon;;;Cupressus macrocarpa Hartw. ex Gordon;ACCEPTED;Viva;Exotica;2019;;;
AA0178;;348589;6284239;Magnoliopsida;Rosales;Elaeagnaceae;Elaeagnus;angustifolia;;L.;;;Elaeagnus angustifolia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0179;;348583;6284249;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0180;;348677;6284204;Magnoliopsida;Rosales;Elaeagnaceae;Elaeagnus;angustifolia;;L.;;;Elaeagnus angustifolia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0181;;348678;6284216;Magnoliopsida;Rosales;Elaeagnaceae;Elaeagnus;angustifolia;;L.;;;Elaeagnus angustifolia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0182;;348656;6284186;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA0183;;348647;6284343;Ginkgoopsida;Ginkgoales;Ginkgoaceae;Ginkgo;biloba;;L.;;;Ginkgo biloba L.;ACCEPTED;Viva;Exotica;2019;2015;;
AA0184;;348682;6284314;Magnoliopsida;Fagales;Nothofagaceae;Nothofagus;obliqua;;Oerst.;;;Nothofagus obliqua (Mirb.) Oerst.;ACCEPTED;Muerto;Nativa;2019;2015;;
AA0185;;348628;6284184;Magnoliopsida;Myrtales;Myrtaceae;Metrosideros;excelsa;;Gaertn.;;;Metrosideros excelsa Gaertn.;ACCEPTED;Viva;Exotica;2019;2015;;
AA0186;;348634;6284393;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0187;;348619;6284388;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0188;;348629;6284384;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0189;;348625;6284385;Magnoliopsida;Fabales;Fabaceae;Vachellia;karroo;;Hayne;;;Acacia karroo Hayne;SYNONYM;Viva;Exotica;2019;;;
AA0190;;348623;6284389;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0191;;348627;6284392;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0192;;348617;6284382;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0193;;348613;6284392;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0194;;348611;6284394;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0195;;348612;6284388;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0196;;348605;6284383;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0197;;348601;6284389;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0198;;348600;6284386;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0199;;348598;6284390;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0200;;348602;6284391;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0201;;348599;6284393;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0202;;348594;6284387;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0203;;348592;6284394;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0204;;348592;6284398;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0205;;348599;6284398;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0206;;348601;6284394;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0207;;348604;6284396;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0208;;348602;6284403;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0209;;348597;6284405;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0210;;348594;6284406;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0211;;348595;6284409;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0212;;348598;6284407;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0213;;348601;6284405;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0214;;348607;6284397;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0215;;348607;6284399;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0216;;348609;6284405;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0217;;348610;6284404;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0218;;348614;6284403;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0219;;348615;6284400;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0220;;348617;6284406;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0221;;348617;6284404;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0222;;348620;6284406;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0223;;348619;6284401;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0224;;348626;6284401;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0225;;348623;6284403;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0226;;348623;6284407;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0227;;348627;6284408;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0228;;348629;6284403;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0229;;348630;6284410;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0230;;348623;6284416;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0231;;348625;6284413;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0232;;348623;6284410;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0233;;348622;6284413;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0234;;348622;6284415;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;;;
AA0235;;348623;6284420;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0236;;348618;6284421;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0237;;348620;6284418;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0238;;348619;6284416;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0239;;348617;6284411;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0240;;348620;6284409;Magnoliopsida;Fabales;Fabaceae;Prosopis;chilensis;;Stuntz.;;;Prosopis chilensis Stuntz.;ACCEPTED;Viva;Nativa;2019;2016;;
AA0241;;348615;6284411;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0242;;348616;6284415;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0243;;348613;6284420;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0244;;348614;6284422;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0245;;348610;6284421;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0246;;348610;6284418;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0247;;348612;6284415;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0248;;348608;6284410;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0249;;348606;6284421;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0250;;348604;6284417;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0251;;348605;6284414;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0252;;348596;6284415;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0253;;348599;6284413;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0254;;348589;6284408;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0255;;348594;6284418;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0256;;348592;6284417;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0257;;348591;6284419;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0258;;348589;6284416;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0259;;348592;6284426;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0260;;348590;6284423;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0261;;348586;6284422;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0262;;348588;6284427;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0263;;348586;6284434;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0264;;348588;6284437;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0265;;348586;6284441;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0266;;348586;6284451;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0267;;348582;6284452;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;Pissardi;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0268;;348580;6284450;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0269;;348577;6284451;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0270;;348578;6284453;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0271;;348574;6284453;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA0272;;348574;6284451;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0273;;348583;6284443;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0274;;348582;6284441;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0275;;348582;6284440;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0276;;348581;6284438;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0277;;348580;6284434;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0278;;348583;6284433;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0279;;348581;6284429;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0280;;348582;6284425;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0281;;348583;6284420;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0282;;348582;6284409;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA0283;;348579;6284415;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA0284;;348577;6284422;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0285;;348574;6284426;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0286;;348577;6284428;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0287;;348577;6284435;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0288;;348575;6284434;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0289;;348578;6284441;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0290;;348574;6284441;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;;;
AA0291;;348570;6284439;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
