catalogNumber,catalogNumber,basisOfRecord,decimalLatitude,decimalLongitude,phylum,Class,order,family,genus,specificEpithet,infraspecificEpithet,nameAcordingTo,verbatimTaxonRank,taxonRank,acceptedNameUsage,Nombre común,Estado,establishmentMeans,ingreso,plantacion,sex
AA0399,AA0399,LivingSpecimen,348522,6284420,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0400,AA0400,LivingSpecimen,348526,6284419,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0401,AA0401,LivingSpecimen,348531,6284414,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0402,AA0402,LivingSpecimen,348532,6284410,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0403,AA0403,LivingSpecimen,348528,6284409,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,
AA0404,AA0404,LivingSpecimen,348523,6284409,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,chilensis,,Stuntz,,species,Aristotelia chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0405,AA0405,LivingSpecimen,348518,6284407,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA0406,AA0406,LivingSpecimen,348523,6284407,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0407,AA0407,LivingSpecimen,348530,6284405,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0408,AA0408,LivingSpecimen,348527,6284404,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,
AA0409,AA0409,LivingSpecimen,348523,6284403,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,
AA0410,AA0410,LivingSpecimen,348518,6284402,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,chilensis,,Stuntz,,species,Aristotelia chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0411,AA0411,LivingSpecimen,348505,6284404,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,simonii,,Carrière,,species,Populus simonii Carrière,,Extraído,Exótica,2019,,hermaphrodite
AA0412,AA0412,LivingSpecimen,348501,6284405,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,
AA0413,AA0413,LivingSpecimen,348496,6284405,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,simonii,,Carrière,,species,Populus simonii Carrière,,Extraído,Exótica,2019,,hermaphrodite
AA0414,AA0414,LivingSpecimen,348490,6284401,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0415,AA0415,LivingSpecimen,348487,6284399,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA0416,AA0416,LivingSpecimen,348486,6284402,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0417,AA0417,LivingSpecimen,348487,6284406,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0418,AA0418,LivingSpecimen,348488,6284411,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0419,AA0419,LivingSpecimen,348494,6284410,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0420,AA0420,LivingSpecimen,348510,6284408,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA0421,AA0421,LivingSpecimen,348509,6284413,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA0422,AA0422,LivingSpecimen,348507,6284416,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0423,AA0423,LivingSpecimen,348504,6284419,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0424,AA0424,LivingSpecimen,348498,6284417,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,candolleana,,H.S.Irwin & Barneby,,species,Senna candolleana H.S.Irwin & Barneby,,Viva,Nativa,2019,,hermaphrodite
AA0425,AA0425,LivingSpecimen,348489,6284415,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0426,AA0426,LivingSpecimen,348489,6284418,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0427,AA0427,LivingSpecimen,348497,6284420,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0428,AA0428,LivingSpecimen,348499,6284422,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0429,AA0429,LivingSpecimen,348510,6284426,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0430,AA0430,LivingSpecimen,348508,6284429,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0431,AA0431,LivingSpecimen,348495,6284424,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0432,AA0432,LivingSpecimen,348493,6284421,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0433,AA0433,LivingSpecimen,348490,6284422,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0434,AA0434,LivingSpecimen,348491,6284426,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0435,AA0435,LivingSpecimen,348497,6284430,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA0436,AA0436,LivingSpecimen,348493,6284431,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0437,AA0437,LivingSpecimen,348493,6284434,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0438,AA0438,LivingSpecimen,348494,6284439,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0439,AA0439,LivingSpecimen,348495,6284443,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0440,AA0440,LivingSpecimen,348495,6284447,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0441,AA0441,LivingSpecimen,348496,6284451,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0442,AA0442,LivingSpecimen,348497,6284454,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0443,AA0443,LivingSpecimen,348498,6284459,Tracheophyta,Liliopsida,Arecales,Arecaceae,Jubaea,chilensis,,Baill.,,species,Jubaea chilensis Baill.,,Viva,Nativa,2019,,hermaphrodite
AA0444,AA0444,LivingSpecimen,348501,6284458,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0445,AA0445,LivingSpecimen,348502,6284455,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0446,AA0446,LivingSpecimen,348540,6284410,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,cassioides,,Sparre,,species,Sophora cassioides Sparre,,Viva,Nativa,2019,,hermaphrodite
AA0447,AA0447,LivingSpecimen,348536,6284432,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0448,AA0448,LivingSpecimen,348510,6284419,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,parqui,,L'Hér.,,species,Cestrum parqui L'Hér.,,Viva,Nativa,2019,,
AA0449,AA0449,LivingSpecimen,348527,6284427,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,obliqua,,Oerst.,,species,Nothofagus obliqua Oerst.,,Viva,Nativa,2019,2017.0,hermaphrodite
AA0450,AA0450,LivingSpecimen,348535,6284423,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,obliqua,,Oerst.,,species,Nothofagus obliqua Oerst.,,Viva,Nativa,2019,2017.0,hermaphrodite
AA0451,AA0451,LivingSpecimen,348535,6284426,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,obliqua,,Oerst.,,species,Nothofagus obliqua Oerst.,,Viva,Nativa,2019,2017.0,hermaphrodite
AA0452,AA0452,LivingSpecimen,348502,6284404,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,parqui,,L'Hér.,,species,Cestrum parqui L'Hér.,,Viva,Nativa,2019,,
AA0453,AA0453,LivingSpecimen,348517,6284452,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0454,AA0454,LivingSpecimen,348523,6284452,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0455,AA0455,LivingSpecimen,348528,6284451,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0456,AA0456,LivingSpecimen,348533,6284451,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0457,AA0457,LivingSpecimen,348539,6284443,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,,L.,,species,Quercus ilex L.,,Viva,Exótica,2019,,
AA0458,AA0458,LivingSpecimen,348539,6284451,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,siliqua,,L.,,species,Ceratonia siliqua L.,,Viva,Exótica,2019,,hermaphrodite
AA0459,AA0459,LivingSpecimen,348544,6284442,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Azara,integrifolia,,Ruiz & Pav.,,species,Azara integrifolia Ruiz & Pav.,,Viva,Nativa,2019,,hermaphrodite
AA0460,AA0460,LivingSpecimen,348544,6284443,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0461,AA0461,LivingSpecimen,348543,6284444,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0462,AA0462,LivingSpecimen,348545,6284446,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA0463,AA0463,LivingSpecimen,348543,6284449,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Colliguaja,odorifera,,(Molina) Molina,,species,Colliguaja odorifera (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0464,AA0464,LivingSpecimen,348543,6284453,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA0465,AA0465,LivingSpecimen,348546,6284456,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,spinosa,,Kuntze,,species,Caesalpinia spinosa Kuntze,,Viva,Nativa,2019,,hermaphrodite
AA0466,AA0466,LivingSpecimen,348539,6284456,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0467,AA0467,LivingSpecimen,348538,6284460,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,Stuntz,,species,Prosopis chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA0468,AA0468,LivingSpecimen,348536,6284470,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Nativa,2019,,hermaphrodite
AA0469,AA0469,LivingSpecimen,348511,6284467,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,suber,,L.,,species,Quercus suber L.,,Viva,Exótica,2019,,
AA0470,AA0470,LivingSpecimen,348515,6284467,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0471,AA0471,LivingSpecimen,348520,6284467,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0472,AA0472,LivingSpecimen,348522,6284468,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0473,AA0473,LivingSpecimen,348525,6284466,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0474,AA0474,LivingSpecimen,348529,6284466,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0475,AA0475,LivingSpecimen,348532,6284466,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA0476,AA0476,LivingSpecimen,348544,6284440,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA0477,AA0477,LivingSpecimen,348544,6284441,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,lucidum,,W.T.Aiton,,species,Ligustrum lucidum W.T.Aiton,,Extraído,Exótica,2019,,hermaphrodite
AA0478,AA0478,LivingSpecimen,348544,6284448,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA0479,AA0479,LivingSpecimen,348538,6284448,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,mesnyi,,Hance,,species,Jasminum mesnyi Hance,,Viva,Exótica,2019,,
AA0480,AA0480,LivingSpecimen,348534,6284421,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0481,AA0481,LivingSpecimen,348536,6284424,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,obliqua,,Oerst.,,species,Nothofagus obliqua Oerst.,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0482,AA0482,LivingSpecimen,348536,6284430,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0483,AA0483,LivingSpecimen,348533,6284427,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0484,AA0484,LivingSpecimen,348533,6284422,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,apiculata,,Burret,,species,Luma apiculata Burret,,Muerto,Nativa,2019,2014.0,hermaphrodite
AA0485,AA0485,LivingSpecimen,348532,6284421,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,apiculata,,Burret,,species,Luma apiculata Burret,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0486,AA0486,LivingSpecimen,348531,6284417,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Drimys,winteri,,J.R.Forst. & G.Forst.,,species,Drimys winteri J.R.Forst. & G.Forst.,,Muerto,Nativa,2019,2016.0,hermaphrodite
AA0487,AA0487,LivingSpecimen,348527,6284417,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0488,AA0488,LivingSpecimen,348527,6284413,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,2015.0,
AA0489,AA0489,LivingSpecimen,348526,6284408,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,2015.0,
AA0490,AA0490,LivingSpecimen,348524,6284408,Tracheophyta,Magnoliopsida,Aquifoliales,Cardiopteridaceae,Citronella,mucronata,,D.Don,,species,Citronella mucronata D.Don,,Viva,Nativa,2019,2016.0,
AA0491,AA0491,LivingSpecimen,348527,6284414,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2014.0,hermaphrodite
AA0492,AA0492,LivingSpecimen,348529,6284403,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,Gunnera,tinctoria,,Mirb.,,species,Gunnera tinctoria Mirb.,,Viva,Nativa,2019,2016.0,
AA0493,AA0493,LivingSpecimen,348526,6284395,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,dombeyi,,Oerst.,,species,Nothofagus dombeyi Oerst.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0494,AA0494,LivingSpecimen,348522,6284396,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,dombeyi,,Oerst.,,species,Nothofagus dombeyi Oerst.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0495,AA0495,LivingSpecimen,348523,6284404,Tracheophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus,glauca,,Krasser,,species,Nothofagus glauca Krasser,,Muerto,Nativa,2019,2016.0,hermaphrodite
AA0496,AA0496,LivingSpecimen,348515,6284410,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Drimys,winteri,,J.R.Forst. & G.Forst.,,species,Drimys winteri J.R.Forst. & G.Forst.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0497,AA0497,LivingSpecimen,348520,6284413,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pitavia,punctata,,(Molina) Molina,,species,Pitavia punctata (Molina) Molina,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0498,AA0498,LivingSpecimen,348519,6284417,Tracheophyta,Magnoliopsida,Berberidopsidales,Aextoxicaceae,Aextoxicon,punctatum,,Ruiz & Pav.,,species,Aextoxicon punctatum Ruiz & Pav.,,Viva,Nativa,2019,2016.0,
AA0499,AA0499,LivingSpecimen,348522,6284413,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pitavia,punctata,,(Molina) Molina,,species,Pitavia punctata (Molina) Molina,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0500,AA0500,LivingSpecimen,348521,6284412,Tracheophyta,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,rubra,,Pers.,,species,Escallonia rubra Pers.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0501,AA0501,LivingSpecimen,348520,6284429,Tracheophyta,Magnoliopsida,Berberidopsidales,Aextoxicaceae,Aextoxicon,punctatum,,Ruiz & Pav.,,species,Aextoxicon punctatum Ruiz & Pav.,,Viva,Nativa,2019,2016.0,
AA0502,AA0502,LivingSpecimen,348517,6284425,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Eucryphia,cordifolia,,Cav.,,species,Eucryphia cordifolia Cav.,,Muerto,Nativa,2019,2016.0,hermaphrodite
AA0503,AA0503,LivingSpecimen,348514,6284429,Tracheophyta,Magnoliopsida,Berberidopsidales,Aextoxicaceae,Aextoxicon,punctatum,,Ruiz & Pav.,,species,Aextoxicon punctatum Ruiz & Pav.,,Muerto,Nativa,2019,2016.0,
AA0504,AA0504,LivingSpecimen,348514,6284428,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Eucryphia,cordifolia,,Cav.,,species,Eucryphia cordifolia Cav.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0505,AA0505,LivingSpecimen,348512,6284419,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Luma,chequen,,A.Gray,,species,Luma chequen A.Gray,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0506,AA0506,LivingSpecimen,348516,6284418,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pitavia,punctata,,(Molina) Molina,,species,Pitavia punctata (Molina) Molina,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0507,AA0507,LivingSpecimen,348513,6284416,Tracheophyta,Magnoliopsida,Berberidopsidales,Aextoxicaceae,Aextoxicon,punctatum,,Ruiz & Pav.,,species,Aextoxicon punctatum Ruiz & Pav.,,Muerto,Nativa,2019,2016.0,
AA0508,AA0508,LivingSpecimen,348503,6284431,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Raukaua,laetevirens,,Frodin,,species,Raukaua laetevirens Frodin,,Viva,Nativa,2019,,
AA0509,AA0509,LivingSpecimen,348504,6284426,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Azara,lanceolata,,Hook.f.,,species,Azara lanceolata Hook.f.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0510,AA0510,LivingSpecimen,348502,6284426,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,microphylla,,Ait.,,species,Sophora microphylla Ait.,,Viva,Nativa,2019,,hermaphrodite
AA0511,AA0511,LivingSpecimen,348508,6284407,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,microphylla,,Ait.,,species,Sophora microphylla Ait.,,Viva,Nativa,2019,,hermaphrodite
AA0512,AA0512,LivingSpecimen,348504,6284409,Tracheophyta,Pinopsida,Cupressales,Podocarpaceae,Podocarpus,salignus,,D.Don,,species,Podocarpus salignus D.Don,,Viva,Nativa,2019,,
AA0513,AA0513,LivingSpecimen,348505,6284407,Tracheophyta,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,pulverulenta,,Pers.,,species,Escallonia pulverulenta Pers.,,Viva,Nativa,2019,2016.0,hermaphrodite
AA0514,AA0514,LivingSpecimen,348518,6284423,Tracheophyta,Pinopsida,Cupressales,Podocarpaceae,Saxegothaea,conspicua,,Lindl.,,species,Saxegothaea conspicua Lindl.,,Muerto,Nativa,2019,,hermaphrodite
AA0515,AA0515,LivingSpecimen,348504,6284401,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,2016.0,
